NAME_health,high_school_completion_25plus,bachelor's_degree_or_higher_25plus,unemployment_rate,broadband_internet_subscription,uninsured_population,total_civilian_noninstitutionalized_population,population_with_a_disability,total_population_disability_universe,state,county,tract,median_household_income_health,population_below_poverty,total_population_poverty_universe,owner-occupied_housing_units_health,renter-occupied_housing_units_health,median_home_value_health,median_gross_rent_health,vacant_housing_units,total_housing_units,public_transportation_to_work,total_workers_transportation_universe,total_population,median_age,children_in_married-couple_families,children_in_single-parent_families,total_children,total_population_5plus_language_universe,speak_only_english,foreign-born_population,"white_alone,_not_hispanic",black_or_african_american_alone,hispanic_or_latino,asian_alone,male_under_5_years,female_under_5_years,male_65_years_and_over,female_65_years_and_over,poverty_rate,vacancy_rate,public_transit_rate,uninsured_rate,disability_rate,single_parent_rate,foreign_born_rate,home_ownership_rate,NAME_econ,median_household_income_econ,per_capita_income,population_below_poverty_level,total_population_for_poverty_status,civilian_labor_force,unemployed,employed,bachelor's_degree,master's_degree,professional_degree,doctorate_degree,total_population_25+,median_home_value_econ,median_gross_rent_econ,owner-occupied_housing_units_econ,renter-occupied_housing_units_econ,renters_cost_burden_30_35_pct,renters_cost_burden_35_40_pct,renters_cost_burden_40_50_pct,renters_cost_burden_50plus_pct,total_renter_households_cost,owners_cost_burden_30_35_pct,owners_cost_burden_35_40_pct,owners_cost_burden_40_50_pct,owners_cost_burden_50plus_pct,total_owner_households_cost,gini_index,households_receiving_snap,total_households_snap_universe,households_with_public_assistance,total_households_assistance_universe,median_earnings_workers,not_in_labor_force,total_workers_commute,commute_60_plus_minutes,commute_90_plus_minutes,NAME_additional,renter_cost_burden_rate,owner_cost_burden_rate,housing_cost_burden_rate,snap_participation_rate,public_assistance_rate,long_commute_rate
Census Tract 2302; Baltimore city; Maryland,94.2,79.0,0.8,83.1,96.2,1541,135,1541,24,510,230200,126477,83,1549,477,318,327800,2139,151,946,30,1214,1549,31.4,82,0,82,1467,0,19,1398,39,75,7,51,31,20,19,5.36,15.96,2.47,6.24,8.76,0.0,1.23,60.0,Census Tract 2302; Baltimore city; Maryland,126477.0,73248.0,83,1549,1226,10,1216,692,235,70,41,1314,327800,2139,477,318,30,30,16,23,318,36,0,29,19,477,0.3277,20,795,37,795,72372.0,8,1001,71,69,Census Tract 2302; Baltimore city; Maryland,31.132075471698112,17.61006289308176,23.0188679245283,2.515723270440252,4.654088050314465,7.092907092907093
Census Tract 2303; Baltimore city; Maryland,98.1,78.6,1.4,92.6,98.9,1387,153,1387,24,510,230300,110125,204,1416,212,534,299300,2090,122,868,28,1155,1416,29.0,34,0,43,1406,37,95,1140,129,65,52,3,7,3,0,14.41,14.06,2.42,7.13,11.03,0.0,6.71,28.42,Census Tract 2303; Baltimore city; Maryland,110125.0,64348.0,204,1416,1162,16,1146,530,279,66,42,1167,299300,2090,212,534,58,10,43,78,534,0,11,4,4,212,0.3376,40,746,45,746,71518.0,29,960,17,16,Census Tract 2303; Baltimore city; Maryland,35.39325842696629,8.962264150943396,27.882037533512065,5.361930294906166,6.032171581769437,1.7708333333333333
Census Tract 2401; Baltimore city; Maryland,97.1,78.7,2.2,89.7,97.5,3444,155,3444,24,510,240100,157393,181,3457,1182,597,468300,2064,220,1999,75,2458,3457,33.5,484,0,553,3027,115,78,2923,104,183,76,216,214,9,6,5.24,11.01,3.05,2.83,4.5,0.0,2.26,66.44,Census Tract 2401; Baltimore city; Maryland,157393.0,109118.0,181,3457,2525,56,2469,1086,735,212,144,2767,468300,2064,1182,597,16,75,16,93,597,26,19,37,77,1182,0.4668,15,1779,31,1779,89306.0,13,2067,148,25,Census Tract 2401; Baltimore city; Maryland,33.50083752093803,13.451776649746192,20.179876335019674,0.8431703204047217,1.7425519955030917,7.160135462022255
Census Tract 2402; Baltimore city; Maryland,100.0,86.7,1.7,81.8,100.0,2555,197,2555,24,510,240200,152722,41,2596,936,533,388500,2483,203,1672,71,1984,2596,38.4,208,0,233,2517,154,52,2212,126,92,83,12,67,25,33,1.58,12.14,3.58,3.91,7.71,0.0,2.0,63.72,Census Tract 2402; Baltimore city; Maryland,152722.0,108864.0,41,2596,1986,34,1952,1054,582,231,85,2251,388500,2483,936,533,72,9,28,17,533,34,35,47,53,936,0.3977,13,1469,21,1469,89750.0,41,1437,55,57,Census Tract 2402; Baltimore city; Maryland,23.63977485928705,18.05555555555556,20.081688223281144,0.8849557522123894,1.4295439074200136,3.827418232428671
Census Tract 2403; Baltimore city; Maryland,99.3,79.2,2.2,85.2,96.8,1975,143,1975,24,510,240300,119766,59,1975,532,461,414700,2007,48,1041,88,1511,1975,32.9,212,10,222,1965,212,38,1638,76,44,87,0,10,23,0,2.99,4.61,5.82,4.9,7.24,4.5,1.92,53.58,Census Tract 2403; Baltimore city; Maryland,119766.0,81173.0,59,1975,1545,34,1511,556,405,230,58,1578,414700,2007,532,461,41,9,63,46,461,6,16,20,24,532,0.3874,36,993,36,993,71496.0,0,1147,48,31,Census Tract 2403; Baltimore city; Maryland,34.490238611713664,12.406015037593985,22.658610271903324,3.625377643504532,3.625377643504532,4.184829991281604
Census Tract 2404; Baltimore city; Maryland,96.0,76.1,0.8,86.4,99.6,2616,162,2616,24,510,240400,155444,65,2645,848,441,377100,2281,138,1427,22,1818,2645,33.9,302,0,334,2457,188,33,2255,124,84,42,136,52,15,0,2.46,9.67,1.21,3.81,6.19,0.0,1.25,65.79,Census Tract 2404; Baltimore city; Maryland,155444.0,83209.0,65,2645,1803,14,1789,772,705,87,73,2152,377100,2281,848,441,32,0,30,44,441,32,24,13,51,848,0.3642,47,1289,64,1289,97100.0,29,1338,72,12,Census Tract 2404; Baltimore city; Maryland,24.03628117913832,14.150943396226417,17.53297129557797,3.646237393328161,4.965089216446858,5.381165919282512
Census Tract 2501.01; Baltimore city; Maryland,94.3,28.0,1.1,73.2,96.3,4036,596,4036,24,510,250101,65956,438,4036,1051,567,173300,1540,88,1706,339,2113,4060,34.3,152,45,484,3807,805,33,228,3109,337,202,183,70,10,74,10.85,5.16,16.04,2.39,14.77,9.3,0.81,64.96,Census Tract 2501.01; Baltimore city; Maryland,65956.0,30030.0,438,4036,2144,24,2120,575,140,15,0,2604,173300,1540,1051,567,204,97,26,100,567,101,65,19,159,1051,0.3674,136,1618,181,1618,37895.0,0,1923,64,38,Census Tract 2501.01; Baltimore city; Maryland,75.30864197530865,32.73073263558516,47.65142150803461,8.405438813349814,11.186650185414091,3.3281331253250133
Census Tract 2501.02; Baltimore city; Maryland,83.9,11.6,9.7,68.8,93.8,3096,511,3096,24,510,250102,49530,398,3096,446,831,120100,1245,135,1412,483,1573,3096,30.9,228,50,721,2860,513,39,245,2608,48,37,139,97,12,38,12.86,9.56,30.71,3.03,16.51,6.93,1.26,34.93,Census Tract 2501.02; Baltimore city; Maryland,49530.0,25504.0,398,3096,1871,182,1689,158,80,0,0,2049,120100,1245,446,831,45,256,10,201,831,13,0,0,83,446,0.311,278,1277,325,1277,29970.0,0,1441,185,102,Census Tract 2501.02; Baltimore city; Maryland,61.612515042117934,21.524663677130047,47.61158966327329,21.769772905246672,25.450274079874703,12.838306731436502
Census Tract 2501.03; Baltimore city; Maryland,80.5,13.1,7.5,52.4,92.1,3231,896,3231,24,510,250103,38922,595,3231,677,1023,161600,759,214,1914,96,1222,3368,49.4,143,6,258,3145,151,145,1855,1109,179,85,56,167,63,64,18.42,11.18,7.86,2.85,27.73,2.33,4.31,39.82,Census Tract 2501.03; Baltimore city; Maryland,38922.0,30782.0,595,3231,1409,106,1303,283,68,13,10,2856,161600,759,677,1023,144,36,120,222,1023,34,12,18,68,677,0.4808,465,1700,465,1700,41851.0,0,1106,78,17,Census Tract 2501.03; Baltimore city; Maryland,51.02639296187683,19.49778434268833,38.47058823529412,27.35294117647059,27.35294117647059,7.05244122965642
Census Tract 2502.03; Baltimore city; Maryland,87.1,22.8,8.2,54.6,97.0,1750,232,1750,24,510,250203,39167,415,1750,182,586,65800,1227,74,842,92,667,1750,32.7,157,0,543,1539,354,23,50,1657,23,20,70,141,40,0,23.71,8.79,13.79,5.54,13.26,0.0,1.31,23.7,Census Tract 2502.03; Baltimore city; Maryland,39167.0,22775.0,415,1750,790,65,725,152,97,0,0,1091,65800,1227,182,586,0,29,122,133,586,0,0,9,29,182,0.4055,250,768,250,768,31771.0,0,641,0,22,Census Tract 2502.03; Baltimore city; Maryland,48.4641638225256,20.87912087912088,41.92708333333333,32.55208333333333,32.55208333333333,0.0
Census Tract 2502.04; Baltimore city; Maryland,78.0,0.6,10.3,44.1,94.1,4786,1102,4786,24,510,250204,18904,2868,4786,81,1519,-666666666,443,156,1756,408,973,4786,19.3,237,14,1852,4107,1549,0,24,4694,0,0,155,524,7,74,59.92,8.88,41.93,1.97,23.03,0.76,0.0,5.06,Census Tract 2502.04; Baltimore city; Maryland,18904.0,8852.0,2868,4786,1142,118,1024,12,0,0,0,2031,-666666666,443,81,1519,29,93,123,362,1519,0,0,0,20,81,0.458,1008,1600,1021,1600,19353.0,0,973,105,144,Census Tract 2502.04; Baltimore city; Maryland,39.96050032916392,24.69135802469136,39.1875,63.0,63.81250000000001,10.79136690647482
Census Tract 2502.05; Baltimore city; Maryland,64.1,9.9,10.2,41.9,75.8,3668,563,3668,24,510,250205,38942,1117,3668,472,816,100900,1404,203,1491,199,1458,3668,31.7,714,32,1075,3438,485,548,353,1694,1556,23,81,149,10,39,30.45,13.62,13.65,2.07,15.35,2.98,14.94,36.65,Census Tract 2502.05; Baltimore city; Maryland,38942.0,19989.0,1117,3668,1642,168,1474,150,44,15,11,2221,100900,1404,472,816,51,55,206,262,816,0,22,0,68,472,0.4395,327,1288,342,1288,32887.0,0,1404,101,2,Census Tract 2502.05; Baltimore city; Maryland,70.34313725490196,19.06779661016949,51.5527950310559,25.388198757763973,26.552795031055897,7.193732193732194
Census Tract 2502.06; Baltimore city; Maryland,75.6,18.8,15.4,73.2,91.3,2305,578,2305,24,510,250206,72654,302,2319,498,359,125000,950,131,988,34,794,2319,38.3,501,0,621,1961,201,55,1525,512,100,151,271,87,11,27,13.02,13.26,4.28,3.96,25.08,0.0,2.37,58.11,Census Tract 2502.06; Baltimore city; Maryland,72654.0,26862.0,302,2319,944,145,799,133,101,12,34,1490,125000,950,498,359,0,0,0,74,359,0,0,42,20,498,0.3358,225,857,225,857,42114.0,14,738,0,0,Census Tract 2502.06; Baltimore city; Maryland,20.61281337047354,12.449799196787149,15.86931155192532,26.254375729288213,26.254375729288213,0.0
Census Tract 2502.07; Baltimore city; Maryland,89.6,12.9,5.5,67.0,90.4,1907,407,1907,24,510,250207,50125,335,1907,92,744,74200,1165,81,917,59,944,1907,31.9,50,42,443,1795,361,117,56,1664,122,0,47,65,9,16,17.57,8.83,6.25,4.74,21.34,9.48,6.14,11.0,Census Tract 2502.07; Baltimore city; Maryland,50125.0,31148.0,335,1907,999,55,944,69,74,0,24,1294,74200,1165,92,744,34,85,68,157,744,6,0,0,0,92,0.4957,314,836,314,836,32151.0,0,898,50,28,Census Tract 2502.07; Baltimore city; Maryland,46.236559139784944,6.521739130434782,41.866028708133975,37.55980861244019,37.55980861244019,5.56792873051225
Census Tract 2503.01; Baltimore city; Maryland,75.6,8.4,18.8,49.4,95.3,2238,531,2238,24,510,250301,28750,1097,2229,298,500,79800,596,217,1015,49,605,2238,28.7,24,0,692,2021,603,36,159,1993,49,0,52,165,0,64,49.21,21.38,8.1,4.26,23.73,0.0,1.61,37.34,Census Tract 2503.01; Baltimore city; Maryland,28750.0,20920.0,1097,2229,745,140,605,25,80,0,0,1243,79800,596,298,500,20,89,13,149,500,32,6,26,37,298,0.5595,461,798,473,798,31528.0,0,605,38,6,Census Tract 2503.01; Baltimore city; Maryland,54.2,33.89261744966443,46.616541353383454,57.769423558897245,59.27318295739349,6.280991735537191
Census Tract 2503.03; Baltimore city; Maryland,73.4,13.3,11.0,55.0,91.1,1952,418,1952,24,510,250303,45139,409,1911,367,366,75600,1435,214,947,103,596,1952,37.6,230,0,286,1815,358,55,1200,390,129,11,61,76,19,37,21.4,22.6,17.28,4.67,21.41,0.0,2.82,50.07,Census Tract 2503.03; Baltimore city; Maryland,45139.0,22999.0,409,1911,689,76,613,146,20,8,0,1305,75600,1435,367,366,25,21,43,141,366,27,18,53,26,367,0.5002,233,733,233,733,40893.0,0,596,60,22,Census Tract 2503.03; Baltimore city; Maryland,62.841530054644814,33.787465940054496,48.29467939972714,31.78717598908595,31.78717598908595,10.06711409395973
Census Tract 2504.01; Baltimore city; Maryland,71.3,11.2,4.4,48.3,94.2,4398,1047,4398,24,510,250401,45044,905,4387,581,900,106000,1233,184,1665,143,1760,4398,33.3,431,27,716,3947,604,417,1787,1057,1205,254,156,295,92,32,20.63,11.05,8.12,2.14,23.81,3.77,9.48,39.23,Census Tract 2504.01; Baltimore city; Maryland,45044.0,18381.0,905,4387,1899,84,1815,260,11,48,0,2850,106000,1233,581,900,37,81,255,179,900,0,0,0,43,581,0.3919,507,1481,588,1481,28990.0,0,1705,31,36,Census Tract 2504.01; Baltimore city; Maryland,61.33333333333333,7.401032702237521,40.17555705604322,34.23362592842673,39.70290344361918,1.818181818181818
Census Tract 2504.02; Baltimore city; Maryland,69.4,6.2,20.2,58.4,85.5,3803,567,3803,24,510,250402,32385,1841,3803,617,908,89300,1128,360,1885,292,1253,3803,34.6,284,83,1113,3581,792,408,1026,1573,949,0,71,151,53,11,48.41,19.1,23.3,2.25,14.91,7.46,10.73,40.46,Census Tract 2504.02; Baltimore city; Maryland,32385.0,19547.0,1841,3803,1581,320,1261,41,64,0,37,2280,89300,1128,617,908,24,47,76,375,908,41,18,55,65,617,0.5174,429,1525,463,1525,30690.0,0,1235,123,87,Census Tract 2504.02; Baltimore city; Maryland,57.48898678414097,29.01134521880065,45.967213114754095,28.13114754098361,30.36065573770492,9.959514170040483
Census Tract 2505; Baltimore city; Maryland,78.6,14.6,5.7,46.5,88.3,4198,879,4198,24,510,250500,42073,855,4251,1132,925,85700,1091,453,2510,189,2081,4251,36.5,442,0,655,3918,487,54,1732,1650,554,232,236,97,0,14,20.11,18.05,9.08,2.1,20.94,0.0,1.27,55.03,Census Tract 2505; Baltimore city; Maryland,42073.0,32619.0,855,4251,2236,128,2108,284,109,16,0,2805,85700,1091,1132,925,131,13,28,318,925,44,0,39,281,1132,0.5446,503,2057,527,2057,29486.0,53,2065,233,139,Census Tract 2505; Baltimore city; Maryland,52.972972972972975,32.15547703180212,41.51677199805542,24.453087019931942,25.6198347107438,11.283292978208232
Census Tract 2506; Baltimore city; Maryland,100.0,0.0,45.5,100.0,100.0,11,5,11,24,510,250600,-666666666,11,11,6,5,-666666666,-666666666,0,11,0,6,11,-666666666.0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,100.0,0.0,0.0,909.09,45.45,,0.0,54.55,Census Tract 2506; Baltimore city; Maryland,-666666666.0,,11,11,11,5,6,0,0,0,0,11,-666666666,-666666666,6,5,0,0,0,0,5,0,0,0,0,6,0.4545,0,11,0,11,-666666666.0,0,6,0,0,Census Tract 2506; Baltimore city; Maryland,0.0,0.0,0.0,0.0,0.0,0.0
Census Tract 2601.01; Baltimore city; Maryland,88.8,27.3,4.4,68.8,90.7,5100,572,5100,24,510,260101,68052,383,5100,1083,843,197900,1286,66,1992,198,2585,5100,36.5,212,405,806,4914,845,103,1333,3234,306,39,26,160,33,59,7.51,3.31,7.66,1.78,11.22,50.25,2.02,56.23,Census Tract 2601.01; Baltimore city; Maryland,68052.0,36676.0,383,5100,2772,122,2650,558,389,8,0,3494,197900,1286,1083,843,60,91,181,179,843,78,9,8,161,1083,0.4404,362,1926,370,1926,49653.0,0,2509,56,115,Census Tract 2601.01; Baltimore city; Maryland,60.61684460260973,23.63804247460757,39.823468328141225,18.79543094496365,19.21079958463136,2.2319649262654444
Census Tract 2601.02; Baltimore city; Maryland,88.3,22.3,7.9,71.0,95.5,4840,522,4840,24,510,260102,64446,381,4834,1456,455,160700,1102,132,2043,218,2289,4840,41.4,351,36,647,4491,576,141,415,4161,122,64,127,222,59,115,7.88,6.46,9.52,1.97,10.79,5.56,2.91,76.19,Census Tract 2601.02; Baltimore city; Maryland,64446.0,31110.0,381,4834,2540,200,2340,576,162,20,0,3400,160700,1102,1456,455,36,0,110,111,455,69,74,81,131,1456,0.3786,445,1911,445,1911,36619.0,0,2149,156,133,Census Tract 2601.02; Baltimore city; Maryland,56.48351648351648,24.38186813186813,32.025117739403456,23.28623757195185,23.28623757195185,7.259190321079571
Census Tract 2602.01; Baltimore city; Maryland,89.2,29.6,2.2,70.9,99.4,5292,440,5292,24,510,260201,49574,646,5292,704,1709,174400,979,193,2606,479,2820,5544,32.9,505,162,1186,5046,553,596,750,4462,136,75,183,315,16,115,12.21,7.41,16.99,1.88,8.31,13.66,10.75,29.18,Census Tract 2602.01; Baltimore city; Maryland,49574.0,34201.0,646,5292,2974,64,2910,834,314,0,0,3879,174400,979,704,1709,0,329,128,151,1709,65,16,26,76,704,0.4156,343,2413,368,2413,47963.0,0,2518,19,62,Census Tract 2602.01; Baltimore city; Maryland,35.576360444704505,25.994318181818183,32.780770824699545,14.214670534604226,15.25072523829258,0.7545671167593329
Census Tract 2602.02; Baltimore city; Maryland,86.5,14.8,1.8,82.1,96.6,6158,836,6158,24,510,260202,37273,1425,6158,871,1934,118300,1151,343,3148,356,2479,6158,31.7,107,262,1615,5561,1069,719,665,5104,143,181,382,215,2,53,23.14,10.9,14.36,1.57,13.58,16.22,11.68,31.05,Census Tract 2602.02; Baltimore city; Maryland,37273.0,30460.0,1425,6158,2790,51,2739,535,30,0,14,3916,118300,1151,871,1934,71,165,472,589,1934,20,21,10,45,871,0.533,1131,2805,1151,2805,45771.0,0,2456,116,84,Census Tract 2602.02; Baltimore city; Maryland,67.06308169596691,11.021814006888633,49.66131907308378,40.32085561497326,41.03386809269162,4.723127035830619
Census Tract 2602.03; Baltimore city; Maryland,89.6,17.4,5.8,77.3,96.3,2912,401,2912,24,510,260203,62107,649,2896,428,591,152800,1508,63,1082,226,1300,2912,36.4,208,119,524,2819,561,209,135,2526,0,199,21,72,44,15,22.41,5.82,17.38,3.31,13.77,22.71,7.18,42.0,Census Tract 2602.03; Baltimore city; Maryland,62107.0,23980.0,649,2896,1438,84,1354,195,138,0,0,1914,152800,1508,428,591,85,6,0,92,591,10,0,29,32,428,0.3288,267,1019,277,1019,30023.0,0,1294,80,145,Census Tract 2602.03; Baltimore city; Maryland,30.96446700507614,16.588785046728972,24.926398429833167,26.20215897939156,27.18351324828263,6.182380216383308
Census Tract 2603.01; Baltimore city; Maryland,89.7,10.7,3.1,76.0,96.5,4195,737,4195,24,510,260301,44297,1322,4195,792,611,117100,1430,271,1674,39,1607,4195,29.3,133,204,1195,3803,1085,0,291,3793,14,0,122,270,10,23,31.51,16.19,2.43,2.3,17.57,17.07,0.0,56.45,Census Tract 2603.01; Baltimore city; Maryland,44297.0,21513.0,1322,4195,1756,54,1702,171,79,9,0,2426,117100,1430,792,611,1,0,301,226,611,32,11,161,41,792,0.4079,424,1403,424,1403,36618.0,0,1544,41,32,Census Tract 2603.01; Baltimore city; Maryland,86.41571194762683,30.93434343434344,55.09622238061297,30.22095509622238,30.22095509622238,2.655440414507772
Census Tract 2603.02; Baltimore city; Maryland,88.8,19.4,3.5,68.8,97.7,6246,995,6246,24,510,260302,51484,1616,6246,1860,666,121700,1444,219,2745,310,2536,6247,42.6,371,0,1143,5940,1012,0,184,5894,0,0,194,113,193,168,25.87,7.98,12.22,1.56,15.93,0.0,0.0,73.63,Census Tract 2603.02; Baltimore city; Maryland,51484.0,23649.0,1616,6246,2638,92,2546,258,482,71,52,4449,121700,1444,1860,666,41,0,64,243,666,65,47,87,201,1860,0.383,394,2526,394,2526,38766.0,0,2384,190,98,Census Tract 2603.02; Baltimore city; Maryland,52.25225225225225,21.50537634408602,29.612034837688046,15.59778305621536,15.59778305621536,7.969798657718121
Census Tract 2603.03; Baltimore city; Maryland,78.9,12.2,1.6,67.1,86.1,1281,234,1281,24,510,260303,51932,349,1281,229,488,211600,1043,43,760,56,765,1281,41.4,31,11,109,1221,22,226,70,910,275,0,25,35,14,19,27.24,5.66,7.32,6.72,18.27,10.09,17.64,31.94,Census Tract 2603.03; Baltimore city; Maryland,51932.0,36428.0,349,1281,792,13,779,126,11,0,0,1127,211600,1043,229,488,23,0,65,143,488,11,9,0,15,229,0.4173,440,717,440,717,-666666666.0,0,765,27,0,Census Tract 2603.03; Baltimore city; Maryland,47.33606557377049,15.283842794759824,37.099023709902376,61.366806136680616,61.366806136680616,3.5294117647058822
Census Tract 2604.01; Baltimore city; Maryland,59.2,7.8,1.8,34.9,89.1,2391,571,2391,24,510,260401,40298,703,2391,580,469,40200,622,120,1169,38,777,2391,44.9,290,79,498,2135,118,477,1086,0,1070,207,174,82,31,104,29.4,10.27,4.89,3.73,23.88,15.86,19.95,55.29,Census Tract 2604.01; Baltimore city; Maryland,40298.0,20048.0,703,2391,791,14,777,71,65,0,0,1753,40200,622,580,469,0,37,15,41,469,0,0,12,0,580,0.4538,251,1049,251,1049,33403.0,0,777,0,0,Census Tract 2604.01; Baltimore city; Maryland,19.82942430703625,2.0689655172413794,10.009532888465204,23.927550047664443,23.927550047664443,0.0
Census Tract 2604.02; Baltimore city; Maryland,83.3,8.3,3.0,54.1,93.8,3314,511,3314,24,510,260402,43882,587,3314,264,1007,218300,1066,64,1335,173,1414,3314,30.4,164,0,633,3184,727,214,69,3207,38,0,93,37,11,72,17.71,4.79,12.23,2.83,15.42,0.0,6.46,20.77,Census Tract 2604.02; Baltimore city; Maryland,43882.0,21322.0,587,3314,1523,46,1477,125,51,0,0,2118,218300,1066,264,1007,208,14,72,250,1007,26,12,0,37,264,0.4575,520,1271,520,1271,31801.0,0,1368,191,64,Census Tract 2604.02; Baltimore city; Maryland,54.02184707050645,28.40909090909091,48.70180959874115,40.91266719118804,40.91266719118804,13.961988304093568
Census Tract 2604.03; Baltimore city; Maryland,86.7,15.3,4.8,60.1,94.3,1292,177,1292,24,510,260403,50962,50,1292,182,590,107300,964,14,786,54,837,1292,44.0,25,0,37,1292,75,47,111,1176,0,5,0,0,0,23,3.87,1.78,6.45,7.3,13.7,0.0,3.64,23.58,Census Tract 2604.03; Baltimore city; Maryland,50962.0,38129.0,50,1292,901,43,858,119,28,31,0,1164,107300,964,182,590,0,86,6,98,590,0,9,5,0,182,0.3395,164,772,164,772,39469.0,0,772,18,22,Census Tract 2604.03; Baltimore city; Maryland,32.20338983050847,7.6923076923076925,26.42487046632124,21.243523316062177,21.243523316062177,2.33160621761658
Census Tract 2604.04; Baltimore city; Maryland,47.0,3.2,13.9,60.0,73.9,1556,219,1556,24,510,260404,33750,483,1556,132,308,101900,1522,210,650,121,427,1556,33.6,395,0,452,1245,216,307,678,127,718,0,145,166,20,23,31.04,32.31,28.34,4.75,14.07,0.0,19.73,30.0,Census Tract 2604.04; Baltimore city; Maryland,33750.0,13541.0,483,1556,496,69,427,11,18,0,0,909,101900,1522,132,308,0,58,0,92,308,0,0,0,0,132,0.4664,194,440,205,440,28468.0,0,348,59,50,Census Tract 2604.04; Baltimore city; Maryland,48.701298701298704,0.0,34.090909090909086,44.09090909090909,46.590909090909086,16.954022988505745
Census Tract 2605.01; Baltimore city; Maryland,75.5,25.9,1.7,61.0,73.4,4375,505,4375,24,510,260501,74403,398,4420,1011,618,168200,1515,162,1791,359,1731,4466,35.9,916,0,1069,4256,326,857,2210,537,1490,113,86,124,41,105,9.0,9.05,20.74,1.68,11.54,0.0,19.19,62.06,Census Tract 2605.01; Baltimore city; Maryland,74403.0,29060.0,398,4420,1735,30,1705,537,277,0,0,3144,168200,1515,1011,618,58,12,44,112,618,0,57,87,10,1011,0.3658,213,1629,224,1629,45515.0,45,1704,218,19,Census Tract 2605.01; Baltimore city; Maryland,36.56957928802589,15.2324431256182,23.32719459791283,13.075506445672191,13.750767341927563,12.793427230046946
Census Tract 2606.04; Baltimore city; Maryland,78.1,5.8,0.0,47.1,97.8,1296,272,1296,24,510,260604,24896,634,1296,131,421,111200,716,146,698,60,320,1296,24.5,33,12,445,1228,368,51,241,956,72,0,0,68,25,47,48.92,20.92,18.75,7.55,20.99,2.7,3.94,23.73,Census Tract 2606.04; Baltimore city; Maryland,24896.0,14381.0,634,1296,344,0,344,18,18,0,0,621,111200,716,131,421,22,93,13,94,421,11,0,0,10,131,0.3042,388,552,388,552,30375.0,0,320,10,60,Census Tract 2606.04; Baltimore city; Maryland,52.73159144893111,16.030534351145036,44.02173913043478,70.28985507246377,70.28985507246377,3.125
Census Tract 2606.05; Baltimore city; Maryland,67.9,9.5,5.1,61.2,81.5,5798,614,5798,24,510,260605,54569,976,5771,1226,728,157500,1139,159,2113,216,2387,5798,35.1,1101,179,1702,5180,633,696,2381,710,2479,89,181,437,47,73,16.91,7.52,9.05,1.41,10.59,10.52,12.0,62.74,Census Tract 2606.05; Baltimore city; Maryland,54569.0,23987.0,976,5771,2532,130,2402,233,68,28,2,3487,157500,1139,1226,728,129,61,104,247,728,7,14,31,118,1226,0.4325,350,1954,362,1954,39228.0,0,2358,294,38,Census Tract 2606.05; Baltimore city; Maryland,74.31318681318682,13.866231647634583,36.38689866939611,17.911975435005118,18.526100307062435,12.46819338422392
Census Tract 2607; Baltimore city; Maryland,85.6,61.9,8.3,79.5,85.6,2214,123,2214,24,510,260700,68836,457,2221,656,325,341200,1844,204,1185,8,1161,2221,34.7,335,0,452,2068,67,328,1038,42,822,273,72,81,4,3,20.58,17.22,0.69,3.87,5.56,0.0,14.77,66.87,Census Tract 2607; Baltimore city; Maryland,68836.0,46766.0,457,2221,1294,107,1187,434,354,140,101,1663,341200,1844,656,325,0,0,24,203,325,66,57,28,26,656,0.4678,142,981,148,981,56125.0,7,895,63,77,Census Tract 2607; Baltimore city; Maryland,69.84615384615384,26.981707317073173,41.18246687054026,14.475025484199795,15.086646279306828,7.039106145251396
Census Tract 2608; Baltimore city; Maryland,79.6,30.8,2.9,56.5,92.4,1962,240,1962,24,510,260800,46657,227,1962,341,571,244600,1213,205,1117,222,1025,1962,41.4,119,36,420,1892,187,290,824,405,463,64,0,70,35,22,11.57,18.35,21.66,4.71,12.23,8.57,14.78,37.39,Census Tract 2608; Baltimore city; Maryland,46657.0,40380.0,227,1962,1076,31,1045,192,200,25,34,1466,244600,1213,341,571,84,49,40,117,571,0,0,18,24,341,0.4893,199,912,205,912,47056.0,0,840,195,72,Census Tract 2608; Baltimore city; Maryland,50.78809106830122,12.316715542521994,36.40350877192983,21.820175438596493,22.4780701754386,23.214285714285715
Census Tract 2609; Baltimore city; Maryland,95.1,67.1,3.9,91.0,98.1,3620,381,3620,24,510,260900,119386,281,3620,813,1109,318700,2312,284,2206,91,2880,3620,31.7,162,42,301,3431,62,81,2773,249,271,192,97,92,18,0,7.76,12.87,3.16,2.71,10.52,13.95,2.24,42.3,Census Tract 2609; Baltimore city; Maryland,119386.0,78360.0,281,3620,2998,118,2880,1195,454,303,164,3153,318700,2312,813,1109,23,142,14,57,1109,82,17,7,53,813,0.3531,59,1922,59,1922,73950.0,0,2382,80,77,Census Tract 2609; Baltimore city; Maryland,21.28043282236249,19.55719557195572,20.55150884495317,3.069719042663892,3.069719042663892,3.358522250209908
